num_ingredients,num_steps,desc_len,vote_count,instr_len,ingr_len,time_cue_count,cuisine,course,diet,total_time_min,is_quick
10,7,74,10692,937,141,7,Indian,Snack,Vegetarian,75.0,0
11,10,861,545,1068,148,0,Fusion,Indian Breakfast,Vegetarian,30.0,1
7,10,488,410,1044,105,2,Continental,Side Dish,High Protein Vegetarian,30.0,1
6,13,100,5556,1271,103,9,Indian,Dessert,Vegetarian,45.0,1
8,10,794,4565,1747,116,3,North Indian Recipes,North Indian Breakfast,Diabetic Friendly,50.0,0
6,7,463,911,471,65,0,Continental,Unknown,Vegetarian,20.0,1
10,8,691,1265,750,168,3,North Indian Recipes,Snack,Vegetarian,25.0,1
13,10,425,5328,1121,210,6,Karnataka,South Indian Breakfast,Vegetarian,35.0,1
11,9,1413,1219,1083,153,0,Continental,Main Course,Vegetarian,45.0,1
12,14,621,7897,958,216,8,Other,Side Dish,Vegetarian,65.0,0
16,7,395,2683,924,272,3,Karnataka,South Indian Breakfast,Vegetarian,45.0,1
11,7,298,143,832,71,0,South Indian Recipes,Side Dish,High Protein Vegetarian,50.0,0
4,6,594,1641,763,44,2,Continental,Dessert,Vegetarian,30.0,1
12,11,379,533,1091,158,1,North Indian Recipes,Side Dish,High Protein Vegetarian,50.0,0
8,14,464,2694,1272,106,6,South Indian Recipes,Lunch,Vegetarian,50.0,0
12,4,123,269,470,115,0,Indian,Snack,Vegetarian,10.0,1
11,8,85,3535,850,188,5,Indian,Snack,Vegetarian,10.0,1
10,13,324,1738,2296,134,6,Indian,Snack,Vegetarian,60.0,0
15,13,486,1799,1687,234,9,South Indian Recipes,Lunch,Vegetarian,75.0,0
6,9,492,9549,775,112,2,Karnataka,South Indian Breakfast,Vegetarian,45.0,1
16,11,864,2534,1133,290,8,Bengali Recipes,Lunch,Vegetarian,45.0,1
5,11,476,2209,997,58,5,North Indian Recipes,Dessert,Vegetarian,50.0,0
14,8,417,436,1313,222,6,Other,Side Dish,High Protein Vegetarian,60.0,0
11,10,482,5277,1479,216,8,South Indian Recipes,Lunch,Vegetarian,40.0,1
10,10,400,1202,945,177,4,South Indian Recipes,South Indian Breakfast,Gluten Free,35.0,1
8,5,898,1332,731,156,2,Indian,Side Dish,Vegetarian,30.0,1
10,10,518,1768,1085,129,1,South Indian Recipes,South Indian Breakfast,Vegetarian,50.0,0
6,8,709,5381,371,94,2,Indian,Side Dish,Vegetarian,30.0,1
7,8,465,1847,1252,86,2,Kerala Recipes,Snack,Vegetarian,220.0,0
12,9,718,7039,724,146,0,North Indian Recipes,Snack,Vegetarian,30.0,1
10,7,372,674,645,96,0,Bengali Recipes,Lunch,Vegetarian,40.0,1
11,16,838,4024,2656,156,5,North Indian Recipes,North Indian Breakfast,High Protein Vegetarian,120.0,0
9,11,767,578,829,134,1,Indian,North Indian Breakfast,High Protein Vegetarian,40.0,1
5,4,739,279,547,58,2,Indian,Snack,Vegetarian,20.0,1
8,8,588,1850,729,119,2,Indian,Side Dish,Vegetarian,30.0,1
11,12,662,2422,919,187,2,Indian,Appetizer,High Protein Vegetarian,50.0,0
16,11,325,730,1058,147,0,Other,Main Course,Vegetarian,25.0,1
15,21,571,1588,2790,247,14,Fusion,Snack,Vegetarian,70.0,0
6,8,680,1632,982,81,4,Continental,Snack,Vegetarian,70.0,0
7,5,401,3552,674,102,1,Indian,Side Dish,Vegetarian,35.0,1
6,8,448,693,876,68,5,North Indian Recipes,Dessert,Vegetarian,50.0,0
11,16,500,5676,1943,187,3,Tamil Nadu,South Indian Breakfast,Vegetarian,55.0,0
10,11,423,1659,693,148,4,Indian,Side Dish,Vegetarian,30.0,1
10,16,1000,631,1454,178,8,Tamil Nadu,Side Dish,Diabetic Friendly,30.0,1
8,11,471,3091,1552,119,14,Kerala Recipes,South Indian Breakfast,Vegetarian,60.0,0
6,8,388,1156,448,110,0,Indian,Side Dish,Vegetarian,10.0,1
13,9,494,454,987,162,4,Continental,Appetizer,Vegetarian,50.0,0
14,9,364,1407,818,112,0,North Indian Recipes,Lunch,High Protein Vegetarian,40.0,1
8,13,603,1525,872,102,4,Tamil Nadu,Snack,Vegetarian,55.0,0
30,12,741,6269,1601,463,3,North Indian Recipes,Snack,Vegetarian,40.0,1
5,7,706,3674,861,64,6,North Indian Recipes,Appetizer,High Protein Vegetarian,45.0,1
8,10,429,1932,1331,101,6,North Indian Recipes,Dessert,Vegetarian,40.0,1
12,18,795,4024,2668,152,19,Maharashtrian Recipes,Snack,Vegetarian,40.0,1
15,9,503,556,859,255,2,Other,Dinner,High Protein Non Vegetarian,30.0,1
10,13,818,4081,1013,158,2,South Indian Recipes,Side Dish,Vegetarian,440.0,0
11,14,975,1219,1416,165,9,Tamil Nadu,Lunch,Vegetarian,40.0,1
13,16,715,6007,1595,205,5,Other,Main Course,Eggetarian,55.0,0
8,9,618,1966,729,133,2,North Indian Recipes,North Indian Breakfast,No Onion No Garlic (Sattvic),35.0,1
7,14,375,4868,1271,101,6,Indian,Lunch,Vegetarian,50.0,0
7,10,740,821,929,109,2,South Indian Recipes,Lunch,Vegetarian,30.0,1
15,19,832,2475,1698,235,5,North Indian Recipes,Dinner,High Protein Non Vegetarian,45.0,1
8,12,716,3732,953,130,8,Kerala Recipes,Dessert,Vegetarian,50.0,0
9,7,576,4993,553,115,4,Continental,Appetizer,Vegetarian,30.0,1
5,7,1120,2330,581,77,6,Indian,Side Dish,Vegetarian,5.0,1
11,9,827,11688,768,191,2,South Indian Recipes,Side Dish,Vegetarian,25.0,1
11,10,621,1078,887,149,1,Continental,Main Course,High Protein Non Vegetarian,90.0,0
11,10,1184,3797,1209,185,3,Tamil Nadu,Lunch,Vegetarian,45.0,1
9,15,529,1353,1546,143,9,Italian Recipes,Lunch,Vegetarian,50.0,0
9,6,656,577,781,130,0,Continental,World Breakfast,Sugar Free Diet,20.0,1
26,7,352,574,882,234,0,North Indian Recipes,One Pot Dish,Non Vegeterian,35.0,1
11,6,782,2021,506,152,1,Fusion,Snack,Vegetarian,30.0,1
7,9,615,930,735,103,0,Continental,Appetizer,Vegetarian,20.0,1
11,16,492,2551,1124,149,6,North Indian Recipes,Snack,Vegetarian,45.0,1
10,9,452,294,1261,141,3,Continental,Dessert,Eggetarian,65.0,0
17,18,980,984,2565,236,3,Indian,Snack,High Protein Non Vegetarian,70.0,0
15,16,1336,2062,1502,261,14,Other,Dinner,High Protein Vegetarian,55.0,0
17,12,409,638,1297,329,3,North Indian Recipes,Side Dish,No Onion No Garlic (Sattvic),60.0,0
16,12,323,2019,1144,135,0,North Indian Recipes,Side Dish,Vegetarian,55.0,0
13,7,324,434,614,125,0,South Indian Recipes,Lunch,Non Vegeterian,40.0,1
13,11,697,8517,902,223,2,Other,Dinner,High Protein Vegetarian,50.0,0
10,9,597,1590,988,134,6,Continental,World Breakfast,Diabetic Friendly,55.0,0
12,5,275,390,627,111,0,Other,Main Course,Vegetarian,60.0,0
10,6,665,6745,510,158,2,North Indian Recipes,Side Dish,Vegetarian,30.0,1
14,13,603,751,1307,257,14,Rajasthani,Snack,Vegetarian,45.0,1
7,4,707,993,374,84,1,Continental,World Breakfast,Vegetarian,10.0,1
10,5,273,605,331,94,0,North Indian Recipes,Side Dish,Vegetarian,30.0,1
11,11,644,10467,1412,210,6,Gujarati Recipes﻿,Snack,Diabetic Friendly,60.0,0
14,8,323,764,860,132,0,Other,Appetizer,High Protein Non Vegetarian,40.0,1
7,6,985,1366,376,112,0,Indian,Appetizer,Vegetarian,15.0,1
15,11,439,6020,1156,264,3,Maharashtrian Recipes,Side Dish,Vegetarian,40.0,1
9,13,574,5746,1462,138,12,Karnataka,Dessert,Vegetarian,40.0,1
11,7,381,738,553,91,0,South Indian Recipes,Side Dish,Vegetarian,440.0,0
6,10,715,717,963,103,2,Indian,Lunch,Vegetarian,45.0,1
12,10,770,570,911,175,3,Other,Appetizer,Vegetarian,80.0,0
7,12,673,470,1459,85,9,Continental,Appetizer,Eggetarian,105.0,0
7,7,495,393,621,86,0,Continental,Appetizer,Vegan,20.0,1
6,9,880,1086,1493,84,0,Continental,World Breakfast,Eggetarian,20.0,1
4,10,680,1343,1442,65,4,Continental,Dessert,Vegetarian,25.0,1
14,17,572,4113,1425,211,5,Other,Appetizer,Non Vegeterian,60.0,0
2,16,421,6877,1828,22,4,Indian,Dinner,Diabetic Friendly,70.0,0
17,9,640,907,1224,215,8,Other,Dinner,Vegetarian,60.0,0
5,5,560,454,506,58,0,Continental,Snack,Vegetarian,20.0,1
12,10,701,1044,701,151,1,Continental,World Breakfast,Eggetarian,25.0,1
10,6,349,870,521,71,0,Other,Appetizer,Non Vegeterian,60.0,0
9,10,586,2576,540,113,8,Karnataka,Side Dish,Vegetarian,65.0,0
10,16,801,3335,1911,152,3,Indian,Lunch,Vegetarian,40.0,1
8,7,864,8004,677,106,7,North Indian Recipes,Side Dish,High Protein Vegetarian,40.0,1
12,7,532,541,778,101,0,South Indian Recipes,Side Dish,Vegetarian,30.0,1
12,17,1060,6936,2046,201,18,Other,Appetizer,Vegetarian,50.0,0
12,9,699,1566,1111,190,12,Indian,Snack,Vegetarian,30.0,1
6,6,514,1041,663,80,1,Continental,World Breakfast,Unknown,20.0,1
13,10,648,4862,1097,242,4,South Indian Recipes,Snack,Vegetarian,55.0,0
8,10,577,2155,754,125,2,South Indian Recipes,Snack,Vegetarian,30.0,1
21,15,512,3127,1366,312,7,Karnataka,Lunch,Vegetarian,50.0,0
15,6,106,578,593,123,0,South Indian Recipes,South Indian Breakfast,Vegetarian,30.0,1
4,11,712,5673,756,68,3,South Indian Recipes,South Indian Breakfast,Vegetarian,390.0,0
7,10,630,642,839,111,6,Continental,Appetizer,Vegetarian,30.0,1
8,7,427,2918,404,102,2,Indian,Appetizer,Vegetarian,15.0,1
6,14,364,7961,1134,71,6,Other,Lunch,Vegetarian,100.0,0
6,11,670,8816,999,76,7,Kerala Recipes,Snack,Vegetarian,34.0,1
8,11,678,975,625,100,1,Fusion,Appetizer,Vegetarian,20.0,1
13,13,790,654,1396,226,3,South Indian Recipes,Snack,Vegetarian,200.0,0
9,13,745,714,1177,137,3,Indian,Snack,Vegetarian,30.0,1
9,7,546,2639,639,119,0,Andhra,Snack,Vegetarian,40.0,1
18,16,349,1484,1611,302,5,Indian,Snack,Vegetarian,60.0,0
12,12,540,257,1462,127,6,Continental,Snack,Vegetarian,70.0,0
9,15,595,988,1104,134,2,Indian,Snack,Vegetarian,40.0,1
4,8,828,954,565,22,6,Indian,Lunch,Vegetarian,30.0,1
14,6,269,3214,634,114,0,Other,Lunch,Vegetarian,20.0,1
14,10,730,1252,1166,177,2,Indian,Snack,Vegetarian,25.0,1
15,12,707,3107,1353,264,10,Gujarati Recipes﻿,Appetizer,Vegetarian,30.0,1
9,13,229,9578,1631,178,5,Other,North Indian Breakfast,Vegetarian,60.0,0
8,10,514,4632,1519,110,9,South Indian Recipes,South Indian Breakfast,High Protein Vegetarian,45.0,1
4,9,805,12778,760,41,2,South Indian Recipes,Indian Breakfast,Vegetarian,20.0,1
10,9,448,11314,851,138,2,South Indian Recipes,Side Dish,Vegetarian,20.0,1
6,21,573,1482,2823,117,20,South Indian Recipes,South Indian Breakfast,High Protein Vegetarian,500.0,0
11,11,1094,1349,1216,164,1,Continental,Dessert,Vegetarian,11.0,1
7,11,407,1933,1399,82,4,Continental,Dessert,Eggetarian,60.0,0
8,18,876,2503,977,116,9,South Indian Recipes,Dessert,Vegetarian,35.0,1
12,12,761,342,783,187,8,Other,Appetizer,Diabetic Friendly,55.0,0
14,16,730,2613,1561,254,5,Fusion,Indian Breakfast,High Protein Vegetarian,30.0,1
7,12,562,5563,1347,127,5,South Indian Recipes,South Indian Breakfast,Diabetic Friendly,230.0,0
7,2,236,1764,243,74,0,Indian,Side Dish,Vegetarian,10.0,1
5,12,804,1153,1236,111,13,South Indian Recipes,South Indian Breakfast,High Protein Vegetarian,480.0,0
7,11,767,2433,972,76,0,Indian,Side Dish,Vegetarian,10.0,1
11,14,736,7775,1597,175,1,South Indian Recipes,South Indian Breakfast,High Protein Vegetarian,40.0,1
5,14,994,6807,1210,103,1,Karnataka,Dessert,Vegetarian,40.0,1
13,12,602,5027,1199,197,3,Other,Lunch,Non Vegeterian,40.0,1
14,8,921,4220,1280,237,6,Other,Dinner,Vegetarian,40.0,1
11,12,499,13980,821,142,8,Other,Lunch,Non Vegeterian,40.0,1
8,7,554,758,592,92,4,Indian,Side Dish,Vegetarian,30.0,1
3,7,714,1167,470,42,0,Continental,World Breakfast,Diabetic Friendly,10.0,1
9,11,476,608,792,146,4,Continental,World Breakfast,Vegan,40.0,1
10,17,1262,496,1802,119,8,South Indian Recipes,Lunch,Vegetarian,55.0,0
4,4,313,197,445,44,0,Continental,Appetizer,Vegetarian,25.0,1
10,17,648,1592,1547,161,9,Italian Recipes,Snack,Vegetarian,155.0,0
13,15,573,3740,1337,207,5,South Indian Recipes,Appetizer,Non Vegeterian,30.0,1
10,7,881,29632,641,139,2,North Indian Recipes,Side Dish,Vegetarian,30.0,1
17,18,925,534,1713,316,13,North Indian Recipes,Appetizer,High Protein Non Vegetarian,75.0,0
3,11,693,669,875,34,1,Mexican,World Breakfast,Eggetarian,25.0,1
7,5,1081,4393,433,132,1,Indian,Side Dish,Vegetarian,35.0,1
15,22,919,4985,2493,238,12,South Indian Recipes,South Indian Breakfast,Vegetarian,330.0,0
10,16,847,2518,2156,209,12,Other,Snack,Diabetic Friendly,60.0,0
9,6,298,430,624,68,0,Tamil Nadu,Side Dish,Vegetarian,30.0,1
7,8,583,507,764,95,0,Continental,Side Dish,Vegetarian,35.0,1
13,13,960,833,1519,205,5,Indian,Snack,Vegetarian,45.0,1
15,18,893,899,2252,235,14,Italian Recipes,Dinner,Vegetarian,80.0,0
8,11,650,1149,1394,125,3,Bengali Recipes,Lunch,Vegetarian,40.0,1
10,8,110,2664,879,186,2,Indian,Indian Breakfast,Vegetarian,25.0,1
14,9,566,1378,974,219,9,Indian,Lunch,Vegetarian,30.0,1
11,16,1360,698,2672,144,7,South Indian Recipes,Appetizer,Vegetarian,50.0,0
6,5,566,484,621,78,3,Other,Dessert,Vegetarian,35.0,1
8,5,277,345,489,62,0,South Indian Recipes,Lunch,Diabetic Friendly,35.0,1
7,5,727,3306,741,124,3,South Indian Recipes,South Indian Breakfast,Diabetic Friendly,30.0,1
14,9,728,1153,888,232,2,Indian,Appetizer,Vegetarian,25.0,1
8,9,487,763,1101,122,3,Continental,Snack,Vegetarian,65.0,0
6,5,843,811,373,97,0,Continental,Snack,Vegetarian,25.0,1
4,13,786,3669,1370,70,2,Indian,Main Course,Diabetic Friendly,25.0,1
13,6,291,1170,503,91,0,North Indian Recipes,Side Dish,Vegetarian,50.0,0
12,6,303,500,471,105,0,Indian,Side Dish,Vegetarian,15.0,1
13,5,366,270,665,117,0,Continental,One Pot Dish,Non Vegeterian,35.0,1
11,7,893,2851,578,185,2,Indian,Side Dish,Vegetarian,15.0,1
13,11,621,3912,1265,186,8,Continental,World Breakfast,Eggetarian,25.0,1
13,7,861,3535,917,183,8,Other,Dinner,Non Vegeterian,65.0,0
8,18,805,506,1753,93,5,Other,Snack,Vegetarian,50.0,0
5,10,594,2569,1239,60,1,Continental,World Breakfast,High Protein Vegetarian,35.0,1
9,9,765,1447,1213,145,3,South Indian Recipes,South Indian Breakfast,Vegetarian,40.0,1
14,9,211,424,990,130,0,Indian,Snack,Vegetarian,60.0,0
11,9,311,652,841,94,0,North Indian Recipes,Lunch,Vegetarian,35.0,1
17,8,1054,1182,1333,268,9,Indian,Appetizer,High Protein Vegetarian,30.0,1
22,12,508,2853,1254,366,5,North Indian Recipes,One Pot Dish,Non Vegeterian,35.0,1
10,6,335,354,581,79,0,South Indian Recipes,Lunch,Vegetarian,40.0,1
15,15,723,4243,1230,229,2,Other,Appetizer,Non Vegeterian,75.0,0
9,14,889,2813,1127,138,4,North Indian Recipes,Lunch,Vegetarian,40.0,1
7,11,1364,3707,1003,93,1,North Indian Recipes,Snack,Vegetarian,35.0,1
15,11,933,3936,861,237,4,Indian,Snack,Vegetarian,45.0,1
7,7,376,1615,349,107,1,Indian,Side Dish,Vegetarian,10.0,1
11,9,346,603,850,115,0,North Indian Recipes,Side Dish,Diabetic Friendly,40.0,1
15,13,667,2753,1573,220,10,North Indian Recipes,Snack,Vegetarian,30.0,1
4,8,836,1091,909,68,4,Fusion,Snack,Vegetarian,30.0,1
10,10,283,303,754,82,0,Indian,Lunch,Vegetarian,25.0,1
7,9,712,3419,749,99,0,Fusion,Snack,Vegetarian,30.0,1
8,10,1160,6549,1328,104,2,South Indian Recipes,South Indian Breakfast,Vegetarian,285.0,0
13,9,958,973,1269,235,10,Mexican,Appetizer,Vegetarian,45.0,1
11,7,318,626,573,115,0,Other,Lunch,High Protein Vegetarian,40.0,1
12,11,620,2099,933,191,1,Indian,Snack,Vegetarian,35.0,1
3,6,820,6715,917,67,13,Indian,Snack,Vegetarian,25.0,1
10,12,655,2310,988,140,5,Indian,Lunch,Vegetarian,20.0,1
5,8,480,7818,525,41,2,Indian,Unknown,Unknown,10.0,1
7,6,444,1018,882,60,3,Continental,Unknown,Vegetarian,20.0,1
15,8,290,467,762,129,0,North Indian Recipes,Lunch,High Protein Vegetarian,60.0,0
16,16,550,2138,1699,233,5,Indian,Appetizer,Vegetarian,30.0,1
15,17,609,1577,1578,227,8,Other,World Breakfast,Eggetarian,40.0,1
6,6,738,1549,576,91,3,Continental,World Breakfast,Vegetarian,25.0,1
8,6,545,3049,620,91,0,Indian,Side Dish,Vegetarian,10.0,1
13,16,1257,3260,1787,228,17,South Indian Recipes,Side Dish,High Protein Vegetarian,40.0,1
14,20,997,9283,3120,157,6,Continental,Dessert,Vegetarian,70.0,0
12,10,512,3108,678,196,2,South Indian Recipes,Side Dish,Vegetarian,20.0,1
11,11,664,1239,786,155,3,Other,Snack,Vegetarian,50.0,0
7,5,722,1591,359,75,0,Continental,Snack,Vegetarian,40.0,1
11,9,590,11121,837,163,1,Continental,Appetizer,Vegetarian,55.0,0
7,13,949,3375,921,124,6,South Indian Recipes,Lunch,Diabetic Friendly,35.0,1
7,13,942,2620,1534,110,3,North Indian Recipes,Lunch,Vegetarian,30.0,1
23,15,162,900,1536,364,18,Other,Lunch,Vegetarian,60.0,0
4,11,951,6036,1383,85,1,Continental,World Breakfast,Eggetarian,20.0,1
14,12,700,4023,1325,160,0,Indian,Snack,High Protein Vegetarian,40.0,1
9,17,478,2051,2298,123,8,Continental,Dessert,Eggetarian,45.0,1
12,17,854,2033,1924,186,13,Other,Appetizer,Vegetarian,35.0,1
14,14,805,6144,1049,239,4,North Indian Recipes,Side Dish,Vegetarian,30.0,1
11,16,810,870,1280,148,3,Fusion,Snack,Vegetarian,40.0,1
8,13,482,1183,770,120,2,North Indian Recipes,North Indian Breakfast,Vegetarian,45.0,1
21,24,535,1123,1957,351,9,North Indian Recipes,Main Course,Non Vegeterian,60.0,0
10,9,610,2909,1072,150,2,Indian,Snack,Vegetarian,60.0,0
15,10,843,1112,1072,254,7,Indian,One Pot Dish,Vegetarian,60.0,0
3,11,667,435,1089,53,4,Indian,Snack,Vegetarian,60.0,0
2,12,335,1390,945,37,5,Continental,Appetizer,Vegetarian,11.0,1
9,9,629,1707,845,120,3,Italian Recipes,Dinner,Non Vegeterian,30.0,1
8,6,611,355,716,111,3,Other,Dinner,Vegetarian,30.0,1
12,11,682,582,1022,170,5,Continental,Snack,Vegetarian,45.0,1
8,6,578,3690,601,78,2,South Indian Recipes,Appetizer,Vegetarian,15.0,1
13,12,523,1148,990,210,3,Indian,Lunch,Non Vegeterian,70.0,0
19,12,615,1918,1589,301,3,Bengali Recipes,Side Dish,Vegetarian,45.0,1
11,13,580,1811,984,182,3,Other,Dinner,Vegetarian,50.0,0
7,19,734,6762,2613,105,8,North Indian Recipes,Dinner,Vegetarian,90.0,0
9,10,563,1523,1044,87,2,Continental,Side Dish,Vegetarian,30.0,1
14,15,990,1253,1336,220,3,Indian,Lunch,Vegetarian,50.0,0
16,11,331,578,1097,138,0,Indian,Lunch,Vegetarian,50.0,0
10,11,682,1736,1090,190,7,Bengali Recipes,Side Dish,Vegetarian,25.0,1
3,12,779,4008,1259,15,5,South Indian Recipes,South Indian Breakfast,Vegetarian,150.0,0
11,14,752,4261,1537,192,13,North Indian Recipes,Main Course,Vegetarian,105.0,0
12,15,403,7000,1484,199,10,Rajasthani,Lunch,Vegetarian,40.0,1
7,7,685,1535,665,98,3,Indian,Snack,Vegetarian,15.0,1
7,20,779,2236,1898,125,10,South Indian Recipes,South Indian Breakfast,High Protein Vegetarian,55.0,0
9,11,573,3913,936,134,5,Indian,Snack,Vegetarian,35.0,1
15,16,534,2155,1928,264,7,Maharashtrian Recipes,Lunch,High Protein Vegetarian,55.0,0
9,12,804,917,1369,137,6,Other,Appetizer,Vegetarian,30.0,1
10,9,269,692,656,88,0,Other,Main Course,Vegetarian,25.0,1
14,9,308,673,793,139,0,South Indian Recipes,Appetizer,Non Vegeterian,30.0,1
18,13,477,6853,1413,280,9,South Indian Recipes,Lunch,Vegetarian,40.0,1
8,10,635,1098,1124,137,7,Other,Side Dish,High Protein Vegetarian,25.0,1
7,11,706,3210,899,116,1,North Indian Recipes,Snack,Vegetarian,30.0,1
9,5,670,655,489,112,3,Continental,Side Dish,Vegetarian,40.0,1
13,12,597,5363,979,277,2,Karnataka,Dinner,Vegetarian,50.0,0
8,7,689,1624,692,93,2,Continental,World Breakfast,Eggetarian,20.0,1
21,9,1029,2170,1576,365,9,Maharashtrian Recipes,Snack,Vegetarian,60.0,0
13,18,890,3642,1719,206,14,Fusion,Appetizer,High Protein Vegetarian,40.0,1
10,13,529,9443,1042,140,10,Kerala Recipes,Lunch,Vegetarian,55.0,0
26,15,631,5624,1037,431,1,Other,Dinner,Vegetarian,70.0,0
4,6,548,842,378,73,0,Continental,Lunch,Vegetarian,20.0,1
5,8,597,4147,1222,41,9,Kerala Recipes,Main Course,Vegetarian,230.0,0
14,7,477,212,963,193,2,Other,Side Dish,Vegetarian,35.0,1
10,10,491,1732,975,133,0,South Indian Recipes,Snack,Vegetarian,45.0,1
13,13,344,3142,1495,230,13,South Indian Recipes,Lunch,Diabetic Friendly,45.0,1
8,14,1041,1653,1882,151,6,South Indian Recipes,South Indian Breakfast,Diabetic Friendly,50.0,0
13,12,473,1496,960,189,2,South Indian Recipes,Side Dish,Vegetarian,30.0,1
11,4,1230,1193,738,185,0,Continental,Snack,Vegetarian,40.0,1
6,9,291,1261,879,45,0,Kerala Recipes,Main Course,Vegetarian,230.0,0
17,7,704,6099,1002,280,4,Karnataka,South Indian Breakfast,Diabetic Friendly,20.0,1
9,11,746,852,1255,157,4,Tamil Nadu,South Indian Breakfast,Vegetarian,20.0,1
10,10,789,743,1189,139,2,North Indian Recipes,Lunch,Vegetarian,40.0,1
12,12,417,8089,1095,214,4,North Indian Recipes,Dinner,High Protein Vegetarian,10.0,1
8,7,565,7683,746,103,7,Indian,Side Dish,Vegetarian,30.0,1
17,13,634,1822,1051,283,1,Other,Appetizer,Vegetarian,55.0,0
9,15,755,383,2091,124,11,Continental,Snack,Eggetarian,90.0,0
5,8,506,7248,1083,56,2,Indian,Dessert,Vegetarian,45.0,1
10,8,491,767,995,151,2,Continental,World Breakfast,Vegetarian,20.0,1
11,13,586,1233,2040,166,14,Indian,Snack,Vegetarian,55.0,0
13,13,675,1908,1536,200,5,Continental,World Breakfast,Eggetarian,50.0,0
9,8,548,4071,941,123,4,Indian,Snack,Vegetarian,60.0,0
5,9,505,1827,1196,56,6,Continental,Snack,Vegetarian,25.0,1
3,5,310,766,300,12,0,Continental,Snack,Vegetarian,5.0,1
13,12,653,595,1568,222,4,Indian,Snack,Vegetarian,40.0,1
6,6,807,634,626,82,1,Continental,Unknown,Vegetarian,30.0,1
8,11,635,2784,675,83,1,Other,Appetizer,Vegetarian,45.0,1
10,16,565,4439,1295,187,9,South Indian Recipes,South Indian Breakfast,Diabetic Friendly,35.0,1
3,13,468,1018,964,32,8,Other,Dessert,Gluten Free,50.0,0
5,10,433,6100,1408,49,7,Continental,Dessert,Vegetarian,420.0,0
10,13,465,726,1264,137,5,South Indian Recipes,South Indian Breakfast,Vegetarian,50.0,0
11,13,496,1000,1212,159,3,South Indian Recipes,South Indian Breakfast,Vegetarian,55.0,0
4,11,1457,268,892,50,6,Continental,Appetizer,Unknown,40.0,1
5,6,552,783,505,54,1,Indian,Side Dish,Vegetarian,25.0,1
14,14,411,2713,917,246,1,Indian,Dinner,Vegetarian,50.0,0
10,10,419,2792,493,123,0,South Indian Recipes,Side Dish,Vegetarian,25.0,1
17,9,329,869,1057,254,7,Indian,Snack,Vegetarian,40.0,1
16,10,387,1851,966,236,6,North Indian Recipes,One Pot Dish,Unknown,55.0,0
11,20,759,6013,2760,170,5,North Indian Recipes,North Indian Breakfast,High Protein Vegetarian,40.0,1
11,8,310,529,631,91,0,South Indian Recipes,Side Dish,No Onion No Garlic (Sattvic),30.0,1
10,6,356,591,389,70,0,Indian,Side Dish,Vegetarian,30.0,1
6,6,231,557,487,43,0,Indian,Side Dish,Vegetarian,5.0,1
18,10,637,6234,1654,265,4,Other,Snack,Vegetarian,55.0,0
11,13,581,5963,1360,189,7,South Indian Recipes,South Indian Breakfast,Diabetic Friendly,40.0,1
8,11,935,6806,1035,121,7,Indian,Side Dish,High Protein Vegetarian,15.0,1
10,10,669,1913,1065,188,3,Gujarati Recipes﻿,North Indian Breakfast,Vegetarian,35.0,1
3,8,1024,7830,1212,15,12,Indian,Main Course,Vegetarian,25.0,1
4,7,638,1279,453,43,0,Indian,Appetizer,Vegetarian,15.0,1
12,13,559,14323,998,175,7,Other,Appetizer,High Protein Non Vegetarian,50.0,0
8,12,537,1016,1266,116,3,North Indian Recipes,Dessert,Vegetarian,30.0,1
8,9,642,802,1028,80,3,Fusion,Appetizer,Vegetarian,30.0,1
15,23,753,4155,2487,281,15,South Indian Recipes,South Indian Breakfast,Vegetarian,40.0,1
10,14,750,737,1347,165,5,Other,Side Dish,Vegetarian,100.0,0
8,10,623,2059,682,111,2,South Indian Recipes,Side Dish,High Protein Non Vegetarian,35.0,1
13,13,724,6793,1401,249,11,South Indian Recipes,Main Course,Vegetarian,65.0,0
11,5,468,1501,610,160,0,Continental,Appetizer,Vegetarian,40.0,1
7,7,889,576,654,93,2,Indian,Snack,Vegetarian,20.0,1
12,9,528,5874,666,184,2,North Indian Recipes,North Indian Breakfast,Vegan,40.0,1
7,10,475,5090,1057,111,3,Other,Side Dish,Vegetarian,25.0,1
13,12,576,2955,1082,221,8,Other,Main Course,High Protein Vegetarian,149.0,0
11,10,573,1890,982,171,7,Other,Appetizer,Vegetarian,45.0,1
13,9,402,253,979,234,3,Other,Side Dish,Vegetarian,25.0,1
18,16,994,12061,1271,309,6,Other,One Pot Dish,Diabetic Friendly,45.0,1
10,17,732,390,1252,137,3,Continental,World Breakfast,Eggetarian,45.0,1
10,19,589,994,1880,121,6,Continental,Appetizer,High Protein Non Vegetarian,80.0,0
2,8,902,1988,563,18,0,Continental,Dinner,Vegetarian,30.0,1
9,12,924,1266,1149,147,7,Continental,Appetizer,No Onion No Garlic (Sattvic),35.0,1
11,10,728,8863,854,158,3,Indian,Side Dish,Vegetarian,20.0,1
7,9,431,2176,1464,97,12,Continental,Dessert,Eggetarian,40.0,1
19,12,285,2173,1553,306,10,Tamil Nadu,Lunch,Vegetarian,45.0,1
7,13,1086,747,610,89,4,South Indian Recipes,Side Dish,Vegetarian,25.0,1
5,14,635,702,832,71,0,Indian,Dessert,Vegetarian,20.0,1
14,11,380,388,1074,122,0,Other,Lunch,Vegetarian,50.0,0
